day,year,day_of_year,x,y,distance_km,water_l,snow_l,wet_organic_kg,dry_organic_kg,electricity_kwh,heat_kwh,mass_kg,water_deficit_hours,organic_deficit_hours,thermal_deficit_hours,niche_count,mode,hibernation_reason,hibernation_hours,max_ledger_error,actions
305,1,305,12,2,1655.190186,1907.006958,0,1758.55542,0,115.762375,0,23527.210938,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
306,1,306,12,2,1656.308105,1751.179688,0,1749.989624,0,94.081917,0,23342.925781,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
307,1,307,0,9,1660.89917,1593.053711,0,1828.299438,0,116.556129,2.853273,23434.279297,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Сушильный орган"
308,1,308,6,4,1663.299805,3142.53125,0,1819.50647,0,65.060226,0,24954.5625,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
309,1,309,6,4,1663.799805,2989.545654,0,1811.17334,0,40.773205,0,24773.853516,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
310,1,310,6,4,1664.299805,2836.108643,0,1802.887939,0,13.39929,0,24592.845703,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
311,1,311,9,3,1665.108765,2679.783936,0,1794.613281,0,3.232542,0,24408.982422,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
312,1,312,12,2,1665.917725,2520.828857,0,1786.32251,0,2.179619,0,24222.439453,0,0,0.96462,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
313,1,313,12,2,1667.035645,2361.566406,0,1778.009399,0,0,0,24035.515625,0,0,3.629456,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|atrophy Снегосборник"
314,1,314,12,2,1668.153564,2203.111816,0,1769.74231,0,0,0,23849.546875,0,0,7.829456,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|atrophy Снегосборник"
315,1,315,12,2,1669.271484,2044.487549,0,1761.50647,0,0,0,23665.867188,0,0,12.029456,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|atrophy Снегосборник"
316,1,316,12,2,1669.271484,1965.454346,0,1757.422241,0,0,0,23572.636719,0,0,18.029457,6,Hibernating,ThermalProtection,12,0.001953,"hibernate"
317,1,317,12,2,1669.271484,1965.454346,0,1757.422241,0,0,0,23571.4375,0,0,6.029457,6,Hibernating,ThermalProtection,36,0.001953,"hibernate"
318,1,318,14,5,1675.187012,1824.226685,0,1757.419434,172.133957,100.766014,0,23605.728516,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
319,1,319,9,8,1679.337402,1664.731934,0,1757.418335,118.791893,148.431381,0,23393.910156,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
320,1,320,9,8,1685.279297,3150.888916,0,1757.341431,159.285065,195.039139,0,24919.019531,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
321,1,321,6,5,1688.968262,2992.826904,0,1757.341431,94.015144,265.359283,0.380784,24694.375,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
322,1,322,9,8,1692.090454,2837.346924,0,1757.341431,142.658615,269.535645,0,24586.21875,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
323,1,323,8,10,1696.325806,2680.835449,0,1757.341431,180.992188,267.482147,0,24466.728516,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
324,1,324,9,8,1698.946289,2522.82251,0,1757.341431,126.266685,269.911713,0,24252.671875,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
325,1,325,9,8,1703.800293,2363.783936,0,1757.341431,165.046463,269.91449,0,24131.097656,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
326,1,326,9,8,1704.800293,2204.470947,0,1757.341431,110.377121,270.27298,0,23915.798828,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
327,1,327,9,8,1707.720947,2046.789673,0,1757.341431,159.379044,266.869385,0.54383,23805.798828,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
328,1,328,9,8,1709.302002,2706.428467,0,1757.341431,104.603485,270.596436,0,24423.511719,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
329,1,329,9,8,1713.119141,3363.708252,0,1757.341431,153.011581,267.055389,0.564681,25146.785156,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
330,1,330,10,6,1716.178101,3184.620361,0,1757.341431,97.397552,270.929871,0,24877.675781,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
331,1,331,9,8,1718.318115,3003.291748,0,1757.341431,145.672653,271.091644,0,24762.28125,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
332,1,332,9,10,1721.054199,2831.950195,0,1757.341431,90.384056,271.241608,0,24550.955078,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
333,1,333,9,8,1724.716553,3488.675049,0,1757.341431,139.79303,271.405579,0,25219.212891,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
334,1,334,9,5,1728.507813,3310.483154,0,1757.341431,87.817528,271.512848,0,25002,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
335,1,335,9,8,1730.838867,3143.993896,0,1757.341431,137.296021,271.707245,0,24902.689453,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
336,1,336,14,9,1733.613647,2984.603027,0,1757.341431,84.980103,271.833527,0,24653.480469,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
337,1,337,9,8,1737.388428,3659.845703,0,1757.341431,135.073074,271.99704,0,25384.667969,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
338,1,338,11,8,1739.691162,3505.640137,0,1757.341431,185.57785,269.868958,0,25289.201172,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
339,1,339,9,8,1742.691162,3341.489014,0,1757.341431,130.261841,272.275452,0,25077.310547,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
340,1,340,12,11,1747.105835,3176.44458,0,1757.341431,181.020844,270.16275,0,24971.103516,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
341,1,341,9,8,1750.228027,3013.828613,0,1757.341431,126.006271,272.566742,0,24759.019531,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
342,1,342,11,14,1753.930542,2849.110352,0,1757.341431,177.230774,270.422058,0,24651.167969,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
343,1,343,9,8,1758.427246,2903.746094,0,1757.341431,122.066528,272.799988,0,24609.558594,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
344,1,344,6,6,1760.828613,3563.705322,0,1757.341431,173.166321,270.146515,0,25359.369141,0,0,0,6,Active,None,39,0.001953,"withdraw surface water|harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
345,1,345,9,8,1764.931641,3392.759766,0,1757.341431,117.165924,273.046906,0,25168.138672,0,0,0,6,Active,None,39,0.001953,"capture dust|collect chitin|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
346,1,346,9,8,1769.993164,3223.747314,0,1757.341431,167.651459,265.179749,1.25265,25057.878906,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган"
347,1,347,9,8,1773.034424,3055.89502,0,1757.341431,112.48243,273.285095,0,24797.349609,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
348,1,348,9,8,1778.472168,2889.726563,0,1757.341431,163.002182,273.241211,0,24687.59375,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган"
349,1,349,9,8,1780.708252,3566.848145,0,1757.341431,107.238998,273.535919,0,25311.771484,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
350,1,350,9,8,1785.536621,3410.430908,0,1757.341431,158.079788,268.266693,0.831647,25204.927734,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган"
351,1,351,10,4,1788.803467,3257.636719,0,1757.341431,103.587425,271.264923,0.394155,24996.376953,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
352,1,352,9,8,1792.334229,3103.638184,0,1757.341431,153.404861,269.882294,0.607491,24890.925781,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган"
353,1,353,5,12,1796.910767,2948.54541,0,1757.341431,99.35199,270.744354,0.511246,24680.513672,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
354,1,354,9,8,1800.561035,3633.164551,0,1757.341431,148.998581,274.067444,0,25413.515625,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
355,1,355,14,3,1805.244385,3471.266602,0,1757.341431,93.949928,274.143066,0,25197.693359,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
356,1,356,9,8,1808.814941,3300.795654,0,1757.341431,144.000046,274.241669,0,25090.367188,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
357,1,357,8,10,1811.923462,3120.686523,0,1757.341431,89.285446,272.759674,0.24858,24873.435547,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
358,1,358,9,8,1815.836426,2948.458008,0,1757.341431,139.386002,274.431976,0,24713.966797,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
359,1,359,14,10,1820.098267,2778.871826,0,1757.341431,85.567062,274.495392,0,24503.669922,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган"
360,1,360,9,8,1824.48584,3218.115723,0,1757.341431,136.38118,274.614868,0,25002.050781,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
361,1,361,6,7,1827.776367,3048.132324,0,1757.341431,187.284012,272.407074,0,24900.738281,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
362,1,362,9,8,1831.066895,2879.015869,0,1757.341431,131.67308,274.790558,0,24638.800781,0,0,0,6,Active,None,39,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
363,1,363,7,13,1833.827515,3559.965332,0,1757.341431,182.84903,272.095154,0,25372.058594,0,0,0,6,Active,None,39,0.001953,"withdraw surface water|harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
364,1,364,9,8,1837.723389,3404.995605,0,1757.341431,127.319923,274.983368,0,25160.292969,0,0,0,6,Active,None,39,0.001953,"burn dry organic matter|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган"
365,1,365,13,3,1842.678223,3249.038086,0,1757.341431,179.041397,272.763092,0,25054.791016,0,0,0,6,Active,None,39,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|heat caravan|reject heat|maintain caravan water circuit|maintain living structure|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган"
